"articulo","iditem","cod_familia","cod_sub_familia"
"VAPONA + SUPONA + VIOLETA DE GENCIANA (CURABICHERA) (USO VETERINARIO)",28322,2,6
"MALEATO DE ACEPROMACINA (USO VETERINARIO)",6131,2,6
"TIOPENTAL SODICO INYECTABLE (USO VETERINARIO)",6102,2,6
"FLUNIXIN MEGLUMINE INYECTABLE (USO VETERINARIO)",9144,2,6
"CLORHIDRATO DE KETAMINA (USO VETERINARIO)",6155,2,6
"DIAZINON",4276,2,6
"DIAZINON EMULSIONABLE (USO VETERINARIO)",14250,2,6
"DIAZEPAM (COMPRIMIDO)",16738,2,13
"XILACINA (USO VETERINARIO)",6099,2,6
"IODOPOVIDONA (USO VETERINARIO)",14262,2,6
"DIGLUCONATO DE CLORHEXIDINA (USO VETERINARIO)",14254,2,6
"PENICILINA G POTASICA Y  PROCAINICA BENZATINICA - DIHIDROESTREPTOMICINA (USO VETERINARIO)",7947,2,6
"PAMOATO DE PIRANTEL (50 MG) + PRAZIQUANTEL 50 MG (USO VETERINARIO)",11968,2,6
"FENILBUTAZONA (20G/100ML) + DEXAMETASONA (0.150G/100ML) (USO VETERINARIO)",28293,2,6
"FENILBUTAZONA INYECTABLE (USO VETERINARIO)",11989,2,6
"DICLOFENAC INYECTABLE (USO VETERINARIO)",14253,2,6
"DIMETILSULFOXIDO (USO VETERINARIO)",14255,2,6
"EXTRACTO HEPATICO, COMPLEJO VITAMINA B (USO VETERINARIO)",14258,2,6
"LEVAMISOL (COMPRIMIDOS)",16877,2,13
"BROMURO DE ETIDIO (USO VETERINARIO)",14240,2,6
"CLORHEXIDINA (SOLUCION)",26086,2,13
"SULFADIAZINA ARGENTICA (CURABICHERA) (USO VETERINARIO)",14278,2,6
"NITROXINIL (USO VETERINARIO)",28296,2,6
"VACUNA CONTRA MANCHA Y GANGRENA GASEOSA INACTIVADA (USO VETERINARIO)",6188,2,6
"COLIRIO CON ANTIBIOTICO DESCONGESTIVO (USO VETERINARIO)",6113,2,6
"ALFAMETRINA CHAMPU (USO VETERINARIO)",14233,2,6
"FTALILSULFATIAZOL (USO VETERINARIO)",14260,2,6
"LIDOCAINA (USO VETERINARIO)",6109,2,6
"ALGODON",29732,2,9
"AGUA OXIGENADA",25933,2,13
"VENDA COHESIVA (ELASTICA Y AUTOADHESIVA)",21494,2,9
"VENDA DE LIENZO ORILLADA (USO VETERINARIO)",14114,2,9
"GUANTE DE TACTO (USO VETERINARIO)",14188,2,9
"GASA HIDROFILA ESTERIL EN TROZOS",7567,2,9
"JERINGA DESCARTABLE (USO VETERINARIO)",28290,2,9
"AGUJA HIPODERMICA DESCARTABLE (USO VETERINARIO)",12673,2,9
"TUBULADURA MACROGOTERO",17185,2,9
"ESPARADRAPO",7930,2,9
"VACUNA ANTITETANICA (USO VETERINARIO)",11233,2,6
"DEXAMETASONA (USO VETERINARIO)",10011,2,6
"DIPIRONA INYECTABLE (USO VETERINARIO)",14256,2,6
"HOJA DE BISTURI",28327,2,9
"METOCLOPRAMIDA CLORHIDRATO INYECTABLE (USO VETERINARIO)",9141,2,6
"CHAMPU CON PEROXIDO DE BENZOILO (USO VETERINARIO)",14274,2,6
"ALCANFOR (USO VETERINARIO)",14232,2,6
"ENROFLOXACINA SOLUCION ORAL (USO VETERINARIO)",11231,2,6
"CICATRIZANTE (USO VETERINARIO)",9189,2,6
"VENDA DE YESO",21493,2,9
"VENDA DE GASA",1795,2,9
"TUBO PARA EXTRACCION DE SANGRE CON ANTICOAGULANTE",15935,2,9
"TUBO PARA MUESTRA SANGUINEA 2.5ML SECO (USO VETERINARIO)",12675,2,9
"YOHIMBINA HCL (USO VETERINARIO)",9132,2,6
"IODO (SOLUCION)",26223,2,13
"PERCLORURO DE HIERRO",27623,2,6
"MARIPOSA PARA CTI 21",19532,2,9
"ETAMSILATO (COMPRIMIDO)",16776,2,13
"COMPLEJO VITAMINAS B (INYECTABLE)",31419,2,13
"OXITOCINA PURA (USO VETERINARIO)",6034,2,6
"CLOSANTEL (USO VETERINARIO)",28330,2,6
"IVERMECTINA (USO VETERINARIO)",9188,2,6
"CHAMPU ANTISEBORREICO (USO VETERINARIO)",28301,2,6
"SULFADIMETOXINA (USO VETERINARIO)",28329,2,6
"TIABENDAZOL (USO VETERINARIO)",14280,2,6
"MOXIDECTIN (USO VETERINARIO)",12667,2,6
"FUROSEMIDE (GOTAS)",31437,2,13
"UNGÜENTO PROTECTOR DE CASCOS",39177,2,6
"SUTURA DE LINO SIN AGUJA",19068,2,9
"SAL MINERAL (USO VETERINARIO)",14275,2,6
"TRIAMCINOLONA (USO VETERINARIO)",33773,2,6
"SOLUCION DE RINGER LACTATO (USO VETERINARIO)",6123,2,6
"SOLUCION FISIOLOGICA GLUCOSADA (USO VETERINARIO)",33774,2,6
"SOLUCION DE CLORURO DE SODIO TOPICO NASAL",26410,2,13
"VENDA CON PASTA DE UNNA",39176,2,9
"SOLUCION ELECTROLITICA BALANCEADA (USO VETERINARIO)",6120,2,6
"SUTURA TANZA FINA (CARRETE)",21024,2,9
"AGUJA DE SUTURA DESCARTABLE PARA USO ODONTOLOGICO",8131,2,9
"CIPERMETRINA POUR-ON (USO VETERINARIO)",12725,2,6
"SULFATO DE COBRE",2792,2,6
"VASELINA LIQUIDA",26486,2,6
"ETER GLICERIL GUAYACOLATO (USO VETERINARIO)",14257,2,6
"CATETER PERCUTANEO DE TEFLON",25916,2,9
"CATETER PERCUTANEO TEFLON 14 INT.PROLONG",18067,2,9
"CLORHIDRATO DE PROCAINA (USO VETERINARIO)",6166,2,6
"AGUA PARA INYECTABLE",25932,2,13
"FIPRONIL (USO VETERINARIO)",12727,2,6
"CONDROITIN SULFATO COMPRIMIDOS (USO VETERINARIO)",14248,2,6
"CONDROITIN SULFATO (USO VETERINARIO)",14247,2,6
"CEFALEXINA (USO VETERINARIO)",14244,2,6
"SUTURA HILO VICRYL",28325,2,9
"TONICO RECONSTITUYENTE PARA EQUINOS (INYECTABLE)",39178,2,6
"GENTAMICINA (USO VETERINARIO)",14295,2,6
"SONDA NASOESOFAGICA (USO VETERINARIO)",6220,2,9
"PINZA DE CARAVANA (USO VETERINARIO)",6799,2,9
"CARAVANA PARA BOVINO",14184,2,9
"TOBRAMICINA (USO OFTALMICO GOTAS)",26427,2,13
"VACUNA DISTEMPER CANINO+HEPATITIS+PARAINFLUENZA+PARVOVIROSIS+LEPTOSPIROSIS+RABIA (USO VETERINARIO)",28331,2,6
"VACUNA DISTEMPER CANINO+PARVOVIROSIS+HEPATITIS CANINA+ADENOVIRUS+PARAINFLUENZA+LEPTOSPIRA+CORONAVIRUS (USO VETERINARIO)",28332,2,6
"VACUNA DISTEMPER CANINO+PARVOVIROSIS+ADENOVIRUS+PARAINFLUENZA+CORONAVIRUS",28333,2,6
"SUPLEMENTO ELECTROLITICO ORAL PARA EQUINOS",39179,2,6
"CICLOPENTILPROPIONATO DE TESTOSTERONA (USO VETERINARIO)",6118,2,6
"GONADOTROFINA CORIONICA HUMANA",26182,2,13
"OMEPRAZOL PASTA (USO VETERINARIO)",39180,2,6
"NEUROLITICO PARA EQUINOS",39181,2,6
"PELICULA TELERRADIOGRAFICA SENSIBLE AL VERDE (PLACA)",38974,2,9
"FRUCTOSA",3085,2,6
"VITAMINA B1(USO VETERINARIO)",10014,2,6
"PROTECTOR HEPATICO INYECTABLE (USO VETERINARIO)",14299,2,6
"DICLOFENAC (PERCUTANEO)",26114,2,13
"FENILBUTAZONA USO TOPICO (USO VETERINARIO)",39182,2,6
"L CARNITINA (INYECTABLE)",26249,2,13
"REVULSIVO INYECTABLE PARA EQUINOS",39183,2,6
"SALES DE REHIDRATACION ORAL",26411,2,13
"DEXTROGLUCONATO DE CALCIO (USO VETERINARIO)",6117,2,6
"ACIDO ASCORBICO POLVO (USO VETERINARIO)",39184,2,6
"GUANTES DE LATEX LIVIANOS",14671,2,9
"RECONSTITUYENTE PARA RUMIANTES (USO VETERINARIO)",13210,2,6
"SERVICIO DE TORNERIA",29090,3,9
"INSTALACION DE CORTINADO",4455,3,9
"FILTRO DE NAFTA PARA EQUIPO DE TRANSPORTE",7733,2,12
"SERVICIO DE PUBLICIDAD Y DIFUSION",753,3,2
"MANTENIMIENTO DE MOTOR",3289,3,7
"IMPRESION DE CALENDARIO",9954,3,2
"SOFTWARE DE CONTABILIDAD",11825,10,43
"MUSLO DE POLLO",3687,2,1
"MENUDOS DE POLLO",14030,2,1
"CARNE DE GALLINA (USO HUMANO)",14032,2,1
"MILANESA DE POLLO",14029,2,1
"SUPREMA DE POLLO",29794,2,1
"CAMBIO DE RODAMIENTO DE CENTRO CARDAN",8678,3,7
"REPARACION DE VIDEOGRABADOR",6486,3,7
"IMPRESION DE CATALOGO",2156,3,2
"IMPRESION DE INVITACIONES",6051,3,2
"ALFOMBRA DE GOMA PARA AUTOMOVIL",13808,2,6
"CONECTOR RJ45",2189,10,43
"ENTREGA DE CARTAS E IMPRESOS DENTRO DEL PAIS",746,3,1
"FORMULARIO",1070,2,4
"TERMOTANQUE",4614,4,2
"CURSO DE CAPACITACION EN INFORMATICA",1886,3,8
"PUNTAL DE EUCALIPTUS",977,2,7
"TABLA DE PINO BRASIL",7683,2,7
"CLAVO",21540,2,9
"ALAMBRE DE ACERO 0.8 MM",24637,2,9
"PUERTA EXTERIOR DE MADERA",8380,2,7
"VENTANA DE CHAPA",9804,2,8
"LIBRETA PAPEL AUTOCOPIANTE",29831,2,4
"MEMBRANA ASFALTICA CON ALUMINIO GOFRADO",15236,2,6
"IMPERMEABILIZANTE ACRILICO",9900,2,6
"COMPRESOR PARA EQUIPO DE AIRE ACONDICIONADO",27684,2,12
"MENUDENCIA VACUNA (USO HUMANO)",13958,2,1
"CLAVO DE ACERO GALVANIZADO CABEZA REDONDA",1756,2,8
"TABLA PARA ENCOFRADO",3370,2,7
"CHAPA DE FIBROMADERA",14062,2,7
"BISAGRA POMELA DERECHA DOBLE CONTACTO DE ACERO INOXIDABLE",27558,2,8
"LAMBRIZ EN PINO BRASIL",14092,2,7
"TORNILLO PARA MADERA DE BRONCE CABEZA FRESADA",1827,2,8
"HOJA DE SIERRA SIN FIN PARA MADERA",9022,2,8
"CEPILLO DE ALAMBRE CON MANGO",569,2,9
"CEMENTO TIPO POXIPOL",1370,2,6
"CACAO EN POLVO",16055,2,1
"POLIVITAMINICO PEQUEÑOS ANIMALES (USO VETERINARIO)",14298,2,6
"LIMA DE ENDODONCIA (USO VETERINARIO)",14099,2,9
"PAN RALLADO",14022,2,1
"PAN FRANCES (USO HUMANO)",1444,2,1
"GALLETA MALTEADA",26767,2,1
"LEVADURA",2990,2,1
"ENCUADERNACION DE ACTAS Y DECRETOS",13848,3,2
"CINTA PARA MAQUINA DE CALCULAR",1307,2,9
"BROCHE RECTO PARA ENGRAPADORA",883,2,9
"TINTA PARA SELLO",6252,2,9
"SOBRE COMERCIAL",10900,2,4
"CUADERNO",25286,2,4
"RANITIDINA COMPRIMIDOS (USO VETERINARIO)",6170,2,6
"COLIFLOR (USO HUMANO)",954,2,1
"SELLO DE GOMA DE CILINDRO HIDRAULICO",12289,2,12
"CAJA PARA HERRAMIENTAS",8253,2,9
"CABLE DE EMBRAGUE (PARA MOTO)",7777,2,12
"EVITA SOLDADURA",36918,2,8
"DIARIO",4418,2,4
"FUSIBLE TIPO TAPON PARA INSTALACION ELECTRICA",542,2,9
"PERA (USO HUMANO)",130,2,1
"ACELGA (USO HUMANO)",123,2,1
"LIMON (USO HUMANO)",138,2,1
"BANANA (USO HUMANO)",136,2,1
"MANZANA (USO HUMANO)",128,2,1
"PUERRO (USO HUMANO)",960,2,1
"NARANJA (USO HUMANO)",129,2,1
"REMOLACHA (USO HUMANO)",126,2,1
"TRANSPORTE CON CHOFER",775,3,3
"RODAMIENTO DE TENSOR DE CORREA",12659,2,12
"POLEA PARA CORREA PLANA",27103,2,12
"CORREA DE ALTERNADOR",6259,2,12
"REPARACION DE DIRECCION HIDRAULICA DE EQUIPO DE TRANSPORTE",10863,3,7
"REPARACION DE CERRADURA",7656,3,7
"REPARACION DE PUERTA DE MADERA",9664,3,7
"PLACA DE MDF",12537,2,7
"AGUJA CARPULE CORTA",17158,2,9
"AGUJA CARPULE LARGA",17159,2,9
"DESTRUCTORA DE PAPEL",14320,4,2
"BATERIA DE 6V (LIQUIDO)",2288,2,9
"ACETOCLOR",4241,2,6
"FILTRO PERMANENTE PARA CAFETERA",11609,2,9
"VINAGRE",160,2,1
"TE EN SAQUITOS",13976,2,1
"SERVILLETA DE PAPEL",27740,2,4
"MAQUINA DE ESCRIBIR ELECTRICA",5611,4,2
"REPARACION DE SISTEMA DE EXTRACCION DE HUMO Y POLVO",8996,3,7
"MANTENIMIENTO Y REP. DE DIRECCION , MECANICA Y ASISTIDA PARA VEHICULOS Y EQUIPOS INDUSTRIALES",26523,3,7
"TIRA REACTIVA GLUCOSA PUNCION DIGITAL (LECTURA VISUAL)",27475,2,6
"PULPA DE TOMATE",165,2,1
"POLVO DE HORNEAR",166,2,1
"POLVO PARA FLAN",150,2,1
"POLVO PARA PREPARAR POSTRE",169,2,1
"ARVEJA EN CONSERVA",144,2,1
"TE DE HOJA",162,2,1
"SAL FINA",164,2,1
"NUEZ MOSCADA MOLIDA",13970,2,1
"GELATINA",149,2,1
"COCOA",155,2,1
"ALMIDON DE MAIZ",146,2,1
"CANELA",156,2,1
"AZUCAR BLANCO",159,2,1
"GELATINA DIETETICA",16056,2,1
"ESENCIA DE VAINILLA",161,2,1
"MAYONESA",14037,2,1
"HARINA DE MAIZ (USO HUMANO)",148,2,1
"LENTEJA (USO HUMANO)",147,2,1
"CHOCLO DESGRANADO (USO HUMANO)",14010,2,1
"EDULCORANTE (SOLUCION)",31357,2,13
"SEMOLA DE TRIGO",29369,2,1
"ACEITE COMESTIBLE",143,2,1
"SOLUCION DILUYENTE PARA EQUIPO ANALIZADOR DE INMUNOENSAYO",26566,2,6
"REACTIVO DE LAVADO DE EQUIPO ANALIZADOR",21998,2,6
"REACTIVO LISANTE PARA ANALISIS",22027,2,6
"INTERRUPTOR DE LUCES PARA EQUIPO DE TRANSPORTE",5372,2,12
"ACONDICIONAMIENTO Y/O REPARACION DE AMBULANCIA",8734,3,7
"REPARACION DE EQUIPO DE AIRE ACONDICIONADO",1111,3,7
"CARTRIDGE PARA MICROFILMACION",3355,2,9
"PASTA DENTAL",8243,2,6
"MANTENIMIENTO DE FAX",14968,3,7
"INTERRUPTOR DIFERENCIAL TERMOMAGNETICO TRIPOLAR",30008,2,9
"PEINE PARA CONEXION ELECTRICA",26972,2,9
"RIEL DIN PARA TABLERO ELECTRICO",1988,2,9
"INTERRUPTOR DIFERENCIAL TERMOMAGNETICO BIPOLAR",13587,2,9
"CABLE PARA BATERIA",539,2,9
"BORNERA",8422,2,9
"TERMINAL OJAL DE COMPRESION",14603,2,9
"FOTOCOPIADORA MONOCROMATICA",3048,4,2
"MANTA DE GASA DESCARTABLE",15716,2,9
"ADITIVO PARA LIQUIDO REFRIGERANTE",13000,2,6
"ESCOBILLAS LIMPIAPARABRISAS",23631,2,12
"CAÑO DE ESCAPE PARA EQUIPO DE TRANSPORTE",5211,2,12
"ZOCALO PARA INSTALACION ELECTRICA (USO AUTOMOTRIZ)",12237,2,9
"COLILLA PARA LAMPARA 1 POLO",11126,2,12
"MANGUERA PLASTICA",871,2,6
"ABRAZADERA",3975,2,12
"PUNTERO PARA BARROTE DE CORTINA",29987,2,9
"MIELOGRAMA (CON PUNCION DE MEDULA OSEA)",26669,3,8
"ESTUDIO DE RAYOS X",8885,3,8
"ELECTROCARDIOGRAMA (ECG) - PEDIATRIA",33300,3,8
"OFTALMOSCOPIA INDIRECTA",29928,3,8
"DETERMINACION DE LA PROTEINA TRANSPORTADORA DEL FACTOR IGF-1 (IGF BP3)",24328,3,8
"CISTOGRAFIA ISOTOPICA",24288,3,8
"DENSITOMETRIA OSEA - NIÑOS",24317,3,8
"DETERMINACION DE SOMATOMEDINA - IGF1",27725,3,8
"DOSIFICACION DE HORMONA DE CRECIMIENTO (GH) EN SANGRE - ESTIMULACION CON CLONIDINA",24405,3,8
"CENTELLOGRAMA OSEO",24253,3,8
"ECOCARDIOGRAMA DOPPLER",24436,3,8
"REFRACTOMETRIA COMPUTARIZADA",24566,3,8
"ECOGRAFIA TRANSESOFAGICA",33098,3,8
"SERVICIO DE AMBULANCIA ESPECIALIZADA FUERA DE LA CIUDAD",31290,3,9
"ELECTROENCEFALOGRAMA (EEG) - ADULTO",33234,3,8
"APLICACION TERAPEUTICA DE IODO 131 RADIACTIVO - DOSIS 10-30 MCI",36156,3,8
"CIRUGIA FISTULA ARTERIO VENOSA (FAV)",24279,3,8
"JUEGO DE REPARACION DE GASTROSCOPIO",31449,2,9
"ANALISIS DE BETA HCG CUALITATIVA EN SANGRE Y SUERO",33016,3,8
"REPARACION DE ASIENTOS DE VEHICULO",8623,3,7
"REPARACION DE MAMPARA",8343,3,7
"ALAMBRE GALVANIZADO REDONDO",224,2,8
"CEMENTO ASFALTO (POR VISCOSIDAD)",12844,2,6
"TIZA EN POLVO",4666,2,6
"TOMACORRIENTE MULTIPLE (ZAPATILLA) CON CABLE DE 5 METROS",6255,2,9
"VIDRIO COMUN",88,2,7
"PIZARRA BLANCA",3112,2,9
"MARCADOR A FIBRA PARA PIZARRA",3364,2,9
"CONSTRUCCION DE ENTREPISO",8400,6,8
"SOBRE MEMBRETADO",3711,2,4
"CAMBIO DE PASTILLAS DE FRENO",8671,3,7
"MANTENIMIENTO Y SOPORTE APLICACION TERMINAL DE AUTOCONSULTA",10784,3,7
"CABLE UNIPOLAR DE ALUMINIO CON AISLACION XLPE",10446,2,9
"MAQUINA ELECTRICA PARA CORTE DE CABELLO",9200,2,8
"CORREA DE DISTRIBUCION",8987,2,12
"ANTICUERPO ANTI- ACTH",31710,2,6
"DOSIFICACION DE CORTISOL EN SANGRE",26572,3,8
"DOSIFICACION DE PROTEINA C DE LA COAGULACION",26499,3,8
"DOSIFICACION DE ANTITROMBINA III",26494,3,8
"DOSIFICACION DE PROTEINA S DE LA COAGULACION",24418,3,8
"DETECCION DE INHIBIDOR LUPICO",26686,3,8
"DETECCION DE ANTICUERPO ANTI - FOSFOLIPIDOS",26489,3,8
"DETECCION DE ANTICUERPO ANTI - PEROXIDASA TIROIDEA (TPO)",26694,3,8
"DOSIFICACION DE TACROLIMUS EN SANGRE",24421,3,8
"CONTROL VITAMINA B12",21835,2,6
"DOSIFICACION DE ACIDO FOLICO",24339,3,8
"DOSIFICACION DE ANDROSTENEDIONA",26718,3,8
"DOSIFICACION DE MICROALBUMINURIA",36755,3,8
"DETECCION DE ANTICUERPOS ANTI - EPSTEIN BARR",27179,3,8
"DETECCION DE D-DIMEROS",26688,3,8
"DOSIFICACION DE DEHIDROEPIANDROSTERONA SULFATO (DHEAS)",24377,3,8
"DOSIFICACION DE FENOBARBITAL EN SANGRE",24391,3,8
"DETECCION DE ANTICUERPO EN SANGRE DE INFANTE (PRUEBA DE LA ANTORCHA)",26491,3,8
"DETECCION DE PROTEINAS DE BENCE JONES",26824,3,8
"DETERMINACION DE AGREGABILIDAD PLAQUETARIA",24320,3,8
"DOSIFICACION DE TESTOSTERONA BASAL",24422,3,8
"DOSIFICACION DE ALDOSTERONA EN SANGRE (ALDOSTERONEMIA)",24347,3,8
"DOSIFICACION DE CATECOLAMINAS EN SANGRE",24363,3,8
"DETERMINACION DE FACTOR VON WILLEBRAND",24324,3,8
"DOSIFICACION DE FACTOR VIII COAGULANTE",24385,3,8
"DETECCION DE ANTICUERPO ANTI - CITOPLASMA DE NEUTROFILO (ANCA)",26670,3,8
"INSECTOCUTOR",11894,2,9
"TUBO PARA OXIGENO",522,2,8
"CALENTADOR DE ARRANQUE PARA MOTOR",9997,2,12
"BIELETA DE BARRA ESTABILIZADORA PARA EQUIPO DE TRANSPORTE",13636,2,12
"RETEN DE RUEDA",5175,2,12
"SEGURO CAJA DE CAMBIOS",13306,2,12
"FILTRO DE GASOIL PARA MOTOR",13543,2,12
"LAMPARA DE 12 V",684,2,9
"FAROL DELANTERO",5153,2,12
"BARRERO",12050,2,12
"GRASA ASFALTICA PARA ENGRANAJES ABIERTOS, CABLES MECANICOS Y HERRAMIENTAS",15973,2,6
"LUBRICANTE CON ADITIVOS PARA ENGRANAJE",15944,2,6
"LICENCIA PARA SOFTWARE DE SISTEMA OPERATIVO",25345,5,6
"ESPIRAL PLASTICO PARA ENCUADERNACION (STRIP)",7877,2,9
"TAPA PARA ENCUADERNACION",9505,2,4
"SOPORTE PARA CORTINA",4757,2,9
"BARRA DE ALUMINIO",15376,2,8
"CARTUCHO DE TINTA PARA FOTOCOPIADORA",12939,2,9
"REPARACION DE BUTACA",8153,3,7
"REPARACION Y/O MANTENIMIENTO DE TUBO DE OXIGENO",36068,3,7
"MOUSE PAD",6388,10,43
"CLIP METALICO",880,2,9
"CERRADURA PARA PLACARD",1752,2,8
"SERVICIO DE CONFITERIA",2153,3,9
"FOTOCOPIA COMUN",7888,3,2
"IMPRESION DE PLANILLAS",8918,3,2
"CONFECCION DE TARJETA PERSONAL",6591,3,2
"REPARACION DE CAMARA DE VIDEO",8864,3,7
"MANTENIMIENTO DE RELOJ DE CONTROL DE ASISTENCIA",9017,3,7
"CURSO DE ACTUALIZACION PROFESIONAL",7983,3,8
"LIMPIEZA DE COLECTOR",9725,3,9
"HELADERA FRIGOBAR",7115,4,2
"REPARACION DEL SISTEMA HIDRAULICO DE VEHICULO LIGERO",11734,3,7
"IMPRESION DE LIBRETA",36505,3,2
"SERVICIO DE CONTROL/CAMBIO DE FLUIDOS PARA VEHICULOS",27051,3,7
"DIETA, RACION, COMIDA PREPARADA",13953,2,1
"MANTENIMIENTO DE HARDWARE",11546,3,10
"CAFE",157,2,1
"OREGANO DESECADO",167,2,1
"BLOCK IMPRESO",35371,2,4
"LIBRO TAPA DURA",14314,2,4
"MANTENIMIENTO DE COMPUTADOR (PC)",9231,3,7
"ZOCALO EN POLIESTER PARA TABLERO",8908,2,9
"CABLE RULO TELEFONICO",14819,2,9
"CABLE UTP CATEGORIA 3",12843,10,43
"MASILLA",462,2,6
"TORNILLO DE ACERO INOXIDABLE",10483,2,8
"MONITOREO DE SISTEMA DE SEGURIDAD",34030,3,7
"GALLETA DE CAMPAÑA",27448,2,1
"SUERO HEMOCLASIFICADOR ANTI D",22297,2,6
"BRAZO LIMPIAPARABRISAS PARA EQUIPO DE TRANSPORTE",5460,2,12
"REPARACION DE FAX",11386,3,7
"TELEFONO FIJO",4165,10,43
"COMPUTADORA CONFIGURACION ESTANDAR",1829,10,43
"CAJA DE FILTRO DE AIRE",28908,2,12
"CLOROFORMO",1472,2,6
"ARRENDAMIENTO DE CAPTOR DE LLAMADA",15012,3,5
"TUNICA PARA CABALLERO",384,2,3
"IDENTIFICADOR DE LLAMADAS",9130,10,43
"REACTIVO DE HORMONA ESTIMULANTE DE TIROIDES EN SANGRE (TSH)",21991,2,6
"CALIBRADOR TSH",21791,2,6
"BUFFER PARA EQUIPO ANALIZADOR",29209,2,6
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-VARICELLA ZOSTER IGG",22132,2,6
"PAPEL DE FILTRO PARA ANALISIS",19794,2,9
"LAMPARA 4010 (LABORATORIO)",19350,2,12
"LAMPARA ALM",19296,2,12
"PINCEL PLASTICO DE RESINA",19916,2,9
"TINTA PARA RECARGA DE CARTUCHO PARA IMPRESORA",13099,2,9
"REPARACION DE COMPUTADOR (PC)",15107,3,7
"RACION SEMITIN",14228,2,1
"FICHA DERIVACION",8297,2,9
"LAMPARA HALOGENA DE 24V",12797,2,9
"GRAMPA GALVANIZADA CON TRABA TIPO CUÑA",36228,2,8
"LAMPARA HALOGENA LINEAL DE DOBLE CONTACTO",2875,2,9
"BALASTO PARA TUBO O LAMPARA FLUORESCENTE",297,2,9
"FLETES EN CAMIONETA",787,3,4
"FRASCO PARA HEMOCULTIVOS",15494,2,7
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-HIV",22079,2,6
"POROTO",913,2,1
"MONDONGO PRECOCIDO",14418,2,1
"REPARACION DE AMOLADORA ANGULAR ELECTRICA PORTATIL",12805,3,7
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI-TREPONEMA PALIDUM (SIFILIS)-TECNICA VDRL",22130,2,6
"CONTRAPESO PARA LLANTA (BALANCEO)",11674,2,8
"TORNILLO AUTORROSCANTE PARA TACO FISCHER",1461,2,8
"MADERA NACIONAL TRATADA",9638,2,7
"SELLADOR DE BOLSAS",20373,4,3
"CEMENTO ADHESIVO PARA CERAMICA",11513,2,6
"CONSTRUCCION DE COLUMNA PARA ESCENARIO MOVIL",12714,3,9
"TELEFONO FAX",7727,10,43
"TABLA DE PINO TEA",12297,2,7
"COLILLA DE MALLA DE ACERO",12206,2,8
"ALAMBRE DE COBRE PARA INTEMPERIE",709,2,9
"ALUMINIO",4826,2,8
"DISPENSADOR MECANICO DE JABON LIQUIDO",6848,2,9
"PUNTERO DE DIRECCION DERECHO",23727,2,12
"CRUCETA DE CARDAN PARA EQUIPO DE TRANSPORTE",5863,2,12
"PASTILLA DE FRENO PARA EQUIPO DE TRANSPORTE",6421,2,12
"CAMBIO DE CRUCETAS DE TRANSMISION",8675,3,7
"RECTIFICADO DE DISCO DE FRENO DE EQUIPO DE TRANSPORTE",8687,3,7
"GATO HIDRAULICO DE BOTELLA",5621,4,1
"ARRENDAMIENTO DE ESTACIONAMIENTO EN VIA PUBLICA",27678,3,9
"DETERGENTE PARA LAVADO DE CUBETA",26567,2,6
"PIEDRA GRANO FINO PARA AMOLADORA DE BANCO",14919,2,8
"PIEDRA GRANO GRUESO PARA AMOLADORA DE BANCO",14942,2,8
"ASPIRADORA",4477,4,2
"PICO SOLDADOR (SOLDADURA OXIGAS)",9142,2,8
"PAPEL PLOTTER",6228,2,4
"TIRA REACTIVA PARA ANALISIS DE ORINA",7658,2,6
"MICROTUBO TIPO EPPENDORF",21285,2,9
"TUBO 10 ML CON ACEL DE COAGULACION CON TAPA",21342,2,9
"CAMARA PARA NEUMATICO",3599,2,6
"NITRATO DE AMONIO (PARA EXPLOSIVOS)",39116,2,6
"BATERIA DE 6V (GEL)",27807,2,9
"ARRENDAMIENTO DE OMNIBUS",808,3,5
"MANTENIMIENTO DE SISTEMA DE TELEFONIA COMERCIAL",8724,3,10
"MANTENIMIENTO DE INSTALACION ELECTRICA",7368,3,7
"RUEDA DE GOMA MACIZA",8115,2,9
"CURSO DE OPTIMIZACION DE MANTENIMIENTO DE EQUIPOS",7812,3,8
"SERVICIO DE CONSULTORIA",4771,3,8
"CASSETTE DE VIDEO VHS",3375,2,6
"TRINCHETA",566,2,8
"APRIETAPAPELES DE METAL",6060,2,9
"PAPEL PARA IMPRESORA Y/O FOTOCOPIADORA 90 G/M2",3700,2,4
"ALMOHADILLA",118,2,9
"BLOCK LISO",23,2,4
"CUADERNO LISO",34044,2,4
"RESINA POLIESTER",13796,2,6
"ADHESIVO INSTANTANEO",3220,2,6
"CATALIZADOR PARA PINTURA",3773,2,6
"SERVICIOS PROFESIONALES CONTRATADOS PARA PROYECTOS",13221,3,8
"FUENTE DE PODER REGULADA",27924,2,9
"INTERRUPTOR DIFERENCIAL MONOFASICO",8571,2,9
"MOTOBOMBA CON CABINA",35463,4,1
"BRAZO ROTULA DE TREN DELANTERO",37191,2,12
"JUEGO BUJIAS CONICO LARGO 33 CM DE 12 FR",19204,2,9
"REPARACION DE CAÑO DE ESCAPE DE EQUIPO DE TRANSPORTE",12074,3,7
"ENTREGA DE ENCOMIENDAS Y PAQUETES DENTRO DEL PAIS",747,3,1
"REPARACION DE SECAMANOS",11919,3,7
